name,title,company,bio,country,talk_title,photo_url,social_links,event,event_year,source_url
Russell Okung,Professional Athlete/Investor,Bitcoin,First professional athlete paid in Bitcoin.,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c9096def056107a0f097_S_bGe68rrVxFgc94VBPJMi1ruOJKNvQ6QSl76GYU3n8.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Ruzbeh Kroner,CEO,21st Capital,"Ruzbeh is the co-founder and CEO of 21st Capital, the Gulf region’s only self-custody platform with collaborative custody and multilayer timelocks. He brings 17+ years of banking experience across Germany, the UAE, the USA, and Switzerland, spanning derivatives, payments, compliance, sales, and fundraising. Active in Bitcoin since 2017, he co-founded Bitguide, an open Bitcoin university. Ruzbeh’s work bridges institutional-grade financial rigor with the security and sovereignty of Bitcoin-native custody.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68f1512aa7ee7334c28ad888_JwFkTTmnA9rdf1EriCIqdny_CBYfoC3DcnfbLwYtJPs.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Saifedean Ammous,Author,Saifedean.com,"Saifedean is an economist and the author of the best-selling book, The Bitcoin Standard. as well as The Fiat Standard, The Gold Standard, and Principles of Economics. He teaches economics on his online learning platform saifedean.com and hosts The Bitcoin Standard Podcast.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691f6d7fa920a9a1abc0c2d5_597bc93262550160e15fefb3.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Salahuddin Khawaja,Founder,1Now,"Salah spent 20 years in NY running tech projects on Wall Street. Initially as a Management Consulting at Deloitte (for clients like MasterCard, CapitalOne, Citi, Lehman) and then worked in house at JP Morgan and Bank of America. At Bank of America he was Managing Director of Automation running a team of 300 people. He saw the potential of Bitcoin in 2014 and has been HODLing since. Salah started in tech early - with learning to code in high school. He then went to LUMS and got his Bachelors in Computer Science in 1997. He then got a Masters in Telecommunication and Network Management from Syracuse University in 1999.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e6a415d7acefd035c41c_mmV_qxkTyYwjMA5s38WjVPgIazHE_FMiDiIo1MR_GJI.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Sam Callahan,Director of Bitcoin Strategy & Research,OranjeBTC,"Sam Callahan is Director of Strategy & Research at OranjeBTC, overseeing Bitcoin treasury operations and leading the firm’s research and education. He previously served as Vice President at Battery Finance and Lead Analyst at Swan Bitcoin, and he sits on the advisory boards of MARA Digital Holdings and Cantilever Advisors.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dd461fc611e7a64156b13a_xWnfdMcIncqy6FrUTv-j2Zq_7fvq6npx_A118xDiBXA.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Sanjay Gupta,Chief Strategy Officer,"Auradine, Inc.","Sanjay Gupta leads Strategy, Business Development & Marketing at Auradine, a pioneer in web infrastructure solutions including AI, blockchain, and security. He has 25+ years of senior-level experience in driving the disruptive growth of global technology and financial services companies. Sanjay has a consistent track record of driving step-change growth across multi-billion-dollar organizations.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68cd6a03c1ae17422a3eb9bd_32de9b35cf65efc5003adee0.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Scott Millar,Co-founder,SideSwap,"Scott Millar is a long-time Bitcoin advocate and entrepreneur, best known as the founder of SideSwap, a non-custodial exchange and wallet built on the Liquid Network, and BlockSettle AB, a Swedish-regulated payment institution. With a background in trading and fintech, Scott has been at the forefront of building tools for Bitcoin settlement, tokenization, and self-custody, driven by a vision of an open, interoperable financial system rooted in Bitcoin.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6914acb75ff1f79d500e85c8_9d99c633e863e59105fc8b21.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Sebastian Widmann,General Manager,Komainu,"Sebastian has been an advocate for Bitcoin since 2013, having conducted academic research on decentralized systems and blockchain. Sebastian currently acts as General Manager of Komainu, a regulated digital asset custodian built by institutions for institutions, that recently completed a $75m fundraise in Bitcoin. Sebastian is also a contributor for Forbes Digital Assets, where he publishes articles on Digital Assets.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69123cf7229d0371224564db_P5x4npIWwJkDnVGJu8G1ZkVLoGIgqYdX_UTN7NH5y80.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Serena Sebastiani,"Founder and Managing Director @DawnX, co-Chair Digital Assets @Mena Fintech Association",DAWNX,"Serena Sebastiani is the founder and Managing Director of DawnX, a Management Consulting Boutique focused on Fintech, Digital Assets and the Future of Finance. She comes from 15 years of experience @ PwC, where she last led the Firm’s Digital Assets business. Ex-Regulator, Serena supports Regulatory Authorities in the Region to design their future-looking strategies and policies in the Fintech and Virtual Assets space, works with Banks and other TradFi institutions to enter the Virtual Assets space, and advises VASPs on their strategies, operations, compliance issues. Serena supports the growth of the Fintech and Web3 ecosystem in the Region by contributing to the active community of players across the value chain. She is also co-chair of the Digital Assets Committee at the Mena Fintech Association, the President for GCC countries at the Association of Women in Crypto, a mentor in acceleration programs and speaker at major industry events.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6926249f0f8aa2118c5c2339_2bcc5117495aa0242cf78ee8.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Shalini Wood,Partner,Siri Inc,"Believe in Bitcoin, freedom & positive-sum energy Shalini Wood is a marketing architect with extended experience across Fortune 100, academia & Web3. Recognized by Forbes as one of the Top 5 Female Executives Building a Lasting Legacy in Blockchain, she played a foundational role at Babylon as the first marketing hire & CMO— scaling the brand from whitepaper into a $6Billion Bitcoin staking pioneer. Under her leadership, Babylon didn’t just join a movement—it created it, giving rise to BTCfi, the now-emerging category that connects Bitcoin with the world of DeFi. She currently serves as Founding Advisor to Satoshi Financial, GCC’s first dedicated Bitcoin treasury platform, a pioneering initiative in institutional- grade Bitcoin treasury management. She is also Advisor & Growth Partner to Botanix (Bitcoin Layer 2), Veera (Web3 browser & wallet with 3M+ users), and an emerging Layer 1 protocol (stealth). Shalini is an angel investor and strategic contributor to high-growth projects including Lombard, Lorenzo, Allo, BOB, Hetu, and others. She has also invested in a number of Digital Asset Treasuries (DATs), including BNC BNB Treasury Company, MCVT SUI Treasury, ETH Zilla Treasury, Satsuma European Bitcoin Treasury Company, TONX Treasury, and more. Previously, she spent several years as a course designer and lecturer at Utrecht University in the Netherlands — one of Europe’s top research institutions — where she co-developed courses on blockchain, decentralization, and brand futures. Earlier in her career, she led regional marketing communications for Honeywell (Fortune 100), overseeing brand, PR, and digital strategy across the EMEA region— building visibility for mission-critical technologies in logistics, retail, and industrial systems.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691c838515b3593196692af3__0ImVSF1PftpYiI4UR1hnUz0mpGe0xGrACUjPwGiHN8.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Shanon Squires,Chief Mining Officer,Compass Mining,"Shanon became Compass Mining’s Chief Mining Officer in December 2023, following his exceptional work as Procurement Manager. Shanon oversees all aspects of mining operations, from energy acquisition to partnerships. Since entering the Bitcoin mining space in 2017, Shanon has established himself as a prominent leader, known for his ability to navigate the complex challenges of energy acquisition, co-location strategy, and cultivating international relationships. His expertise in optimizing energy use and building sustainable, scalable mining infrastructure makes him a sought-after speaker on industry panels, where he addresses key trends in mining technology and global energy markets.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68c9688ff5476a446b66fea7_ihrIabptxyXd5A1H5bWmm40DrhMxbUVLV2piTtqWv7A.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Shawn Owen,CEO & Co-Founder,SALT Lending,"Shawn Owen is a pioneering entrepreneur and CEO of SALT, the original bitcoin-backed lender. A Bitcoin advocate since 2011, Shawn believes Bitcoin is the best form of digital property and energy savings. He co-founded SALT to offer innovative Bitcoin-backed loans, raising over $124 million and establishing a leading position in the Bitcoin lending industry. With over 25 years of business experience, he is recognized for his expertise in technology, capital allocation, and fostering growth.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6920ad77782ce31fef18895a_VoLz3YVpKbyaxqXpWXPApGAz6Hf6YTxZ3ICThvWJAYU.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Siddarth Bharwani,Director & CFO,Jetking,started as a personal investment to hedge against traditional assets class of equity and gold. having realised the depth of an asset such as bitcoin pivoted a 40 year old organisation to hold bitcoin on its balance sheet making it the first publicly listed company in India to do so. Ambition to navigate a complex regulatory market of India to bring bitcoin or associated stock to a 100M people in India.,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6887b630a94348bfcae22904_oviXOGJDTakvEnmmGBbPqwt2ve-5FZY70_ng9Th-tg8.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Simon Dixon,CEO & Co-Founder,BnkToTheFuture.com,"Simon Dixon has always considered himself a finance geek—obsessed with banking, monetary reform and geo-financial analysis that shape our world. After building a career as an insider in investment banking—as a stockbroker, market maker, and corporate finance banker—he developed a rare understanding of how the financial system really works. But when his father lost everything in the dot-com bust, Simon left his lucrative career behind to become a monetary reformer, determined not just to expose the flaws of finance but to fix them. That mission led him to Bitcoin when it was just $3—a moment that changed everything. Unlike most early adopters who were tech enthusiasts, Simon came from finance, and he decoded what Satoshi left behind: Bitcoin was not just money, but the tool that could end the corrupt financial system, dismantle the Federal Reserve, and strip power from those who abuse it. He saw how politicians and regulators would deliberately co-opt innovation to maintain control—something he experienced first-hand when his attempts to reform the UK banking system were blocked. With that foresight, Simon gained financial freedom through Bitcoin and became one of the earliest investors in the industry’s biggest names—including Coinbase, Kraken, BitPay, Bitfinex, Blockchain.com, Circle and Robinhood. He is also the author of *Bank to the Future* (2012), the world’s first published book to ever discuss Bitcoin. Recognized by Robert Kiyosaki as “the first guy to ever talk about Bitcoin,” praised by Richard Branson for his investment platform BnkToTheFuture.com, and called by Max Keiser “the No.1 Bitcoin investment banker ever,” Simon has long been ahead of his time. Through BnkToTheFuture, he has facilitated over $2.5 billion of investments into companies that shaped the Bitcoin ecosystem. He has helped thousands become Bitcoin millionaires and billionaires—and now seeks to help millions more protect themselves, their families, and their nations from an AI-driven jobless future and the oppressive control of central bank digital currencies (CBDCs)—with Bitcoin as the tool for freedom and protection. Simon is widely recognized not only for his pioneering role in Bitcoin but also for his expertise in geo-financial analysis, money, and investing. His ability to connect Bitcoin, macroeconomics, and global financial power shifts has allowed him to anticipate trends and events years before they unfold—making him the person many influencers and analysts quietly study. Through his weekly show BitcoinHardTalk (100k+ YouTube subscribers, 200k+ followers on X), Simon helps people follow the money, self-custody their Bitcoin, and resist an oppressive financial system whose time is running out.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6900c3bd887c880bb611ed95_6a3dbaf2a45dea3799bd678e.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Simon Gerovich,President,Metaplanet,"Simon is the President of Metaplanet Inc., a publicly traded company listed on the Tokyo Stock Exchange. Metaplanet is undergoing a strategic transformation, leveraging Bitcoin as its principal treasury reserve asset. Metaplanet utilizes excess cash flow and implements accretive corporate governance, including financial management strategies such as debt and equity financing, to further its Bitcoin accumulation. Simon has been an active investor in the digital asset ecosystem since 2014. He started his career at Goldman Sachs in Tokyo as an equity derivatives trader. He was a co-founder and Chairman of Red Planet Hotels, a regional hotel company focused on Asia’s value hotel sector. Prior to founding Red Planet Hotels, Simon served as the Chief Executive Officer of Evolution Capital Public Company Limited, a real estate asset management company listed on the Stock Exchange of Thailand. As President of Metaplanet, Simon is responsible for spearheading the company's new Bitcoin investment strategy, guiding its overall direction, raising capital, and managing investor relations. He graduated from Harvard University with an AB in Applied Mathematics. Simon is an active member of YPO, the premier global organization of chief executives.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68d4157bb5b3ba91798c0afc_gRLOtZ1ymm-OM3npDmSX269AnYkb4TKL8tEieRhI6KA.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Sindura Saraswathi,PhD Student,University of Central Florida,"Sindura Saraswathi is a PhD student at the University of Central Florida, researching Bitcoin and the Lightning Network with a focus on scalability and reliability. Her recent work includes a closed-form framework for selecting optimal threshold signatures for Bitcoin custody and an in-depth analysis of pathfinding strategies across Lightning clients.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6911ff7f9538c5f89fe1fb7f_sSMHlUR0s92c_twhMjCHMEBzmCB4Ht3NA1zVaXcsRTk.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Sonia Mayenco,"Head of Compliance, RoW markets",Kraken,"Sonia Mayenco is the Head of Compliance for Rest-of-the-World (RoW) markets at Kraken, one of the world’s leading cryptocurrency platforms. A lawyer by training, Sonia brings over 10 years of experience in the crypto industry, with a focus on regulatory compliance, strategic market expansion and risk management across both emerging and mature markets. Sonia began her career in Singapore, where she was a founding member of Cryptosigma (now Toast), one of the earliest Bitcoin-based remittance startups. The company was recognized as one of the top 3 startups at the Singapore Startupbootcamp FinTech accelerator program in 2015, marking an early chapter in what would become a long-standing commitment to digital finance innovation. With extensive experience across APAC and LATAM, Sonia has helped shape global compliance strategies for a wide range of crypto products, including spot and margin trading, OTC trading, derivatives and tokenized equities. Today, she plays a pivotal role in Kraken’s expansion into emerging and regulated markets, helping bridge innovation with regulatory integrity.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e6a415d7acefd035c41f_5c125d258cba42670c9e5dc5.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Stafford Masie,Executive Chairman & Director of Bitcoin Strategy,Africa Bitcoin Corporation,"Stafford Masie is a pioneering South African technologist, entrepreneur, and futurist with over three decades at the forefront of digital innovation. His career began in the early 1990s as a software developer at South Africa’s largest telecommunications company, followed by technology leadership roles at a major technology integrator. He went on to launch his own startup, later acquired, leading him to the U.S. tech scene in 1997, where he spent seven years immersed in Silicon Valley’s ecosystem of innovation at Novell’s HQ in Utah. Upon returning to South Africa in 2004 as Managing Director of Novell Sub-Saharan Africa, Stafford later established Google’s first presence in the country in 2006, serving as its founding country manager. He later launched thumbzup that invented the Payment Pebble®, a world-first globally adopted fintech innovation backed by Visa Inc. During 2014 he was first exposed to Bitcoin, sparking a lasting fascination up until today where he is known in SA as a Bitcoin maxi. Since then, Stafford has become a leading voice and investor in the African Bitcoin and crypto ecosystem. He has angel-invested in and advised multiple AI and blockchain startups, co-founded BitMach, a Bitcoin mining venture in South Africa, and is currently launching a crypto audit and analysis platform in the United States. He served as Chairman of the Board of Altvest Capital, which has since transformed into Africa’s first Bitcoin treasury company (BTCTC) listed on the Johannesburg Stock Exchange (JSE), where he now holds the position of Executive Chairman and Director of Bitcoin Strategy. In addition to his corporate leadership, Stafford independently advises African regulatory bodies on artificial intelligence and cryptocurrency legislation. He has previously served on the boards of Discovery Bank, ADvTECH, and Chairman WITS University/Telkom Innovation Lab, among others. Widely recognized as a Bitcoin maximalist, Stafford is passionate about “orange-pilling” key stakeholders and advocating for Bitcoin as a transformative force for financial sovereignty across the African continent.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691dfb547394fe38c263be3e_f6be5163b425445fccaa3d48.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Stefan Kern,CEO & Founder,Bitkern Group,"Stefan Kern is the Founder & CEO of the Bitkern Group, a Swiss based provider of high-performance computing and Bitcoin mining infrastructure, which he established in 2017. Under his leadership, Bitkern has grown into a trusted partner for private and institutional clients, offering scalable data-center solutions, managed hosting, and hardware procurement across multiple international locations. With a strong focus on energy efficiency, operational reliability, and technological excellence, Stefan has been instrumental in shaping the standards of professional Bitcoin mining. His strategic vision emphasizes the intersection of sustainability, innovation, and digital asset infrastructure, positioning Bitkern as a key player in the global high-performance computing landscape.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691dd270f4ddfea0bcb33f85_-4fwLYvFRnyqVR_ysWv8UdyuwM0u4J5QP8OXJPbzcGw.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Stephan Livera,Podcaster,Stephan Livera Podcast,Bitcoin Podcaster,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68c968989879b14a65c97596_UPk1c-vNFg1mNZTDSEwkmODPeFWaK98bd4J9UXlLMp8.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Susie Violet Ward,CEO & Co-Founder,Bitcoin Policy UK,"Bitcoin Journalist with a focus on education, and a financial analyst with a background in accounting, holding a deep interest in bitcoin and the environment. Working as a bitcoin columnist for a business-focused newspaper in London and authoring numerous research articles on the benefits of Bitcoin Mining and its implications for renewable energy's future. Serving as the Director and Head of Mining and Sustainability at Bitcoin Policy UK, committed to exploring and educating about bitcoin's technological innovation and potential environmental impact at the core of these professional pursuits.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c9096def056107a0f09a_UilFpsrppZ_F_gzzXiencWu2VRwyZ7OgnT10OVxy2WE.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Sélim Chidiac,Director,Chidiac Investments Limited,"Sélim Chidiac is a seasoned Board Director and former global CEO who has been deeply engaged in the Bitcoin ecosystem for over five years. He has attended leading conferences across the US, Europe, and the Middle East, participated in YouTube podcasts, and dedicated hundreds of hours to studying Bitcoin through books and podcasts. Today, Sélim combines his expertise in corporate governance, international expansion, transformation, and capital markets with his passion for Bitcoin, sharing insights on its role in reshaping finance and long-term value creation. He currently serves on multiple boards and advises leaders on innovation, strategy, and disruptive technologies.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/690e05e59cafe1c0cb58b0ec_oqCOHezWtEsF9lu1Sk_F8vLUdJY297GS2gb_Hy50zZQ.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Theresa Morrison,"COO, CFO","BlockSpaces, Inc.","Bitcoin 2017. Early team roles in swaps, derivatives, and project finance at Investec Merchant Bank, building treasury lending and structured finance desk from the ground up. Currently serving as COO/CFO to BlockSpaces, - innovating Bitcoin-native smart contract execution of collateral and risk management for institutional finance and trading/derivative markets. Advisor to Base 58, a Bitcoin protocol school for technical education. Advisory Board member of Bitcoin Arabia.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6903a7fff1deae49a495303e_RfhRERT2YoHTBQ97ekBrHcbILUUiqWyd3UWu_0UxIRU.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Tommy Chan,Head of DeFi Investment,Crypto.com Capital,"Tommy is the Head of DeFi Investment at Crypto.com Capital, a $500M venture fund investing in early stage token and equity rounds. There are over 100 projects in Crypto.com Capital's portfolio since inception. Prior to that, he worked at Bank of America covering TMT sector in APAC, with extensive experience in US IPO, HK IPO and M&A.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dd461d1eeabb7ced27ac46_56c7d2cbcdb210115ee22b80.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Tony Yazbeck,Founder,The Bitcoin Way,Educator at The Bitcoin Way. Bitcoin Self-Custody • Cybersecurity • Plan B Residencies.,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6887b630a94348bfcae228fd_xzyog0bze1SRvFUwMQYU02Ou4RSXU2IlFdGbta0ffRQ.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Tracy Hoyos-Lopez,"Chief of Staff, Strategic Initiatives",Kraken,"Tracy Ann Hoyos López is a strategic force in the Bitcoin and crypto space, currently serving as Chief of Staff, Strategic Initiatives to Arjun Sethi, CEO of Kraken, one of the world’s leading digital asset platforms. With a background in law and public service, Tracy now operates at the intersection of Bitcoin, crypto, policy, and high-level business strategy. She played a pivotal role in orange-pilling President Donald Trump, directly influencing his embrace of Bitcoin and crypto during the 2024 Presidential campaign. Her leadership helped secure President Trump’s historic appearance at the Bitcoin Conference and led to a record-breaking $25 million fundraising effort in just 1.5 months. Her efforts established Bitcoin and cryptocurrency as core components of the national political conversation in the United States. Tracy’s influence extends across the industry, bridging legal expertise, political acumen, and Bitcoin and crypto advocacy. At Kraken, she leads strategic initiatives that shape the company's positioning in both U.S. and global markets. Her deep understanding of regulatory dynamics, coupled with her commitment to financial freedom and decentralization, has made her a trusted advisor, a movement builder, and a driving force behind Bitcoin and crypto’s most important political and institutional breakthroughs.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/690e05f41a8f3acd2ea77850_892e0f5fd2cf8434fdebd34b.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Tristan Thompson,Co-Founder,Basketball.fun,"Co-Founder, Basketball.fun | , Chief Digital Equity Officer World Mobile Tristan Thompson is a championship-winning athlete, entrepreneur, and emerging voice at the intersection of sports, culture, and Web3. After more than a decade in the NBA, he’s shifted his focus to building the future of digital fan engagement and athlete empowerment through technology. As Co-Founder and Lead Advisor at Basketball.fun (TEASER HERE) , Tristan is reimagining what it means to be a fan. The platform gives people the chance to own NBA moments, make live predictions, and build their fan identity through tokenized player shares and clubs, turning the energy of game night into a participatory, on-chain experience. Built on Somnia’s blockchain, Basketball.fun is fast, gasless, and simple enough for anyone to use. It bridges sports, culture, and community while using stablecoins to make rewards instant, global, and real. Beyond sports innovation, Tristan serves as Chief Advisory Officer at AxonDAO, where he’s helping redefine how people control and monetize their health and bio-data. He’s also partnered with World Mobile, a decentralized project focused on expanding internet access. Tristan’s thought leadership has been featured in Forbes, Yahoo Finance , CoinDesk, Cointelegraph, Decrypt, The Block, and on CNBC Crypto World, The Street, Fox News, Thinking Crypto, and CoinMarketCap Live, where he was the first athlete ever featured. His high-profile interviews, including with Bo Hines, reflect his growing influence across sports, crypto, and technology. He recently spoke at Korea Blockchain Week, where he discussed athlete empowerment and decentralized fandom, and is set to appear next at Binance Blockchain Week and Bitcoin MENA, continuing to champion the conversation around Web3 adoption and digital ownership. Thought leadership Op-Eds penned by Tristan: Newsweek: NBA Champion Tristan Thompson: ‘AI is the Ultimate Teammate’ Entrepreneur: How Building Tech With No Tech Background Taught Me the Most Valuable Skill in Business Cointelegraph: Blockchain is the missing trust layer in sports analytics",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/692624a3f2873b1c941ac0f4_b6e926a71f70411d61c18dfb.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Tyler Evans,CIO,KindlyMD ($NAKA),"Tyler is a the Chief Investment Officer at Kindly MD ($NAKA). He's the co-founder of BTC Inc., the publisher of Bitcoin Magazine and organizer of Bitcoin 2023. He is the Chief Investment Officer and General Partner at UTXO Management, an asset management firm focused on the Bitcoin ecosystem. Tyler serves on the boards of Metaplanet, the Smarter Web Company and Matador.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691f6d8de96c5cb20d6ea0d0_YFMvT29Wtiwr9r0Fp34_XNPwl9Q0TPvO7NHwTqg9WdU.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Walid Abou Zaki,CEO,Unlock Blockchain,"Walid is the founder of Unlock Blockchain, the MENA region’s leading bilingual platform for blockchain and crypto news. He is a recognized industry voice and frequent moderator of high-level panels, connecting global perspectives with regional opportunities.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/690e05ee2f2a2aeac84937f4_c35ad6cda98d36a02d0e4ddb.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Weikeng Chen,Research Partner,L2 Iterative,Working on Circle STARK verifier and covenants on Bitcoin,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6887b630a94348bfcae22900_pJK7AIjguAIlueYxiUGr0ULW72nQCJ2i1ASxYPqOz98.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Wright Wang,Sales and Marketing Director,MicroBT,"With over two decades of technical expertise, Wright Wang joined MicroBT in 2018 and contributed to the development of two generations of ASICs. Subsequently, he transitioned from R&D to marketing and was promoted to Marketing Director in 2019. Wright possesses a profound understanding of the technical challenges faced by MicroBT’s customers and has successfully collaborated with numerous clients to achieve mutually beneficial outcomes. Under his able leadership, MicroBT has garnered recognition as a reputable brand, consistently delivering high-quality WhatsMiner products that are widely acclaimed by global customers. In 2023&2024, he was bestowed with the Outstanding Contribution Award of MicroBT, led the key client project team and won the award for outstanding team.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691f6d8a37fcf622a66dd520_FUanzy1fdn4RRmvniZhEecnNzi9uJ3HJ7YBeGojbqnE.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Wyatt O'Rourke,Founder & CEO,Basilic Financial,"My style is to blend financial savvy with a passion for Bitcoin and conservative values. I seek to offer my clients and peers with a fresh, informed perspective on wealth management. I am interested in the intersection of behavior, incentives, and markets. My thoughts are inspired by the works of Srinivasan, Booth, Alden and many more. My values stem from my Christian faith. My hobbies, marriage, and involvement in communities keep me inspired. To stay active, I enjoy skiing, golfing, camping and hunting. #1 YIMBY and urbanist. Founding member and Chief Marketing officer of the Space. Founder of Basilic Financial, a Bitcoin Wealth Management Firm.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6891081b2844b7f85023e5d5_4HcYPnCOIgf-n4GQCaTPTXnG37kPv_3gixyd8eyv_8Q.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Xiaohui Liu,CEO,OPCAT Labs,"Xiaohui Liu is the founder and CEO of OP_CAT Labs, a R&D company focused on OP_CAT technology on Bitcoin. He created sCrypt, a high-level smart contract language for Bitcoin. He also created the CAT protocol, the first miner-validated token standard on Bitcoin using OP_CAT. Before creating sCrypt, he worked as a research scientist at Facebook’s Connectivity Lab. Xiaohui holds a Ph.D. in Computer Science on p2p distributed networking.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68ffaa286d83ee45cd6493fe_NRsKZjoNIzMDP1mtGfaiMvljqBzx0YmnF-mdaL5zZ5g.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Yat Siu,Co-Founder & Executive Chairman,Animoca Brands,"Yat Siu, Co-Founder and Executive Chairman, Animoca Brands Veteran technology entrepreneur/investor Yat Siu is the co-founder and executive chairman of Animoca Brands, a global leader in Web3, blockchain, gaming, and tokenization with the goal to provide all users with property rights for virtual assets. Yat began his career at Atari Germany, then established Hong Kong Cybercity/Freenation, the first free web page and email provider in Asia. In 1998 he set up Outblaze, an award-winning pioneer of multilingual white label web services. After selling one of its business units to IBM, he pivoted Outblaze to incubate digital entertainment projects. One of those projects is Animoca Brands. Yat has numerous accolades, including Global Leader of Tomorrow at the World Economic Forum, Young Entrepreneur of the Year at the DHL/SCMP Awards, and recognition as one of Cointelegraph's top 100 notable people in blockchain. A classically trained musician, Yat is a member of the advisory board of BAFTA (British Academy of Film and Television Arts) and a director of the Asian Youth Orchestra.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68ffaa3c37b3fe8f53b83c9e_8xhvDGv8wkmTEfFDvG-Mi1IJe5uVYxEkE83yIekB4tQ.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
